ID_GPS,ISO,Country,Partyname,Partyabb,CPARTY,CPARTYABB,Region,Experts,Min_Experts,TYPES,Type_Values,Type_Populism,Type_Populist_Values,Type_Partysize_vote,Type_Partysize_seat,CORE_GPS_ITEMS,V1,V2,V3,V4_Scale,V4_Bin,V4_Ord,V5,V6_Scale,V6_Bin,V6_Ord,V7,V8_Scale,V8_Bin,V8_Ord,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,METAEXPERT,YoB,Gender,Born,Citizen,Partysupport,Ideology,Difficulty,LocationLatitude,LocationLongitude,Language,METAPARTY,Elec_code,Elec_year,PartyPerVote,PartyPerSeats,ENEP,ENPP,LSQINDEX,CHES_lrecon,CHES_lrecon_salience,CHES_galtan,CHES_galtan_salience,CHES_immigrate_policy,CHES_ethnic_minorities,CHES_people_vs_elite,CHES_experts,CHES_vote,CHES_seat,CHES_electionyear,CHES_family,CHES_govt,PG_family,PG_left_right,PG_state_market,PG_liberty_authority,PG_eu_anti_pro,Popu_List,WVS_LR_PartyVoter,WVS_LibCon_PartyVoter,WVS_Polmistrust_PartyVoter,WVS_LR_MedianVoter,WVS_LibCon_MedianVoter,LRdistancemedianvoter,LCdistancemedianvoter,LRdistanceownvoters,LCdistanceownvoters,PARTYIDCODES,ID_ParlGov,ID_PartyFacts,ID_CHES,ID_ESS,ID_CMP,ID_castles_mair,ID_huber_inglehart,ID_ray,ID_benoit_laver,ID_EES,ID_WVS,METACOUNTRY,CountryName,ID_Cow,ID_VDem,Region_9,Region_10,Region_19,OECD,EU,EURegion,polity,polity2,FH_Regime,FH_PoliticalRights,FH_CivilLiberties,Area,Pop1990,Pop2000,Pop2018,GDP,Longevity,Corruption,Electoral_Integrity,VDem_regime,v2x_polyarchy,v2x_libdem,v2xel_frefair,v2elfrfair,v2elfrfair_osp,v2elfrfair_ord,v2elloelsy,v2elparlel,v2elncbpr,Turnout,v2eltrnout,v2elvaptrn,v2psbars,v2psbars_osp,v2psbars_ord,v2psorgs,v2psorgs_osp,v2psorgs_ord,v2psprbrch,v2psprbrch_osp,v2psprbrch_ord,v2psprlnks,v2psprlnks_osp,v2psprlnks_ord,v2psplats,v2psplats_osp,v2psplats_ord,v2xnp_client,v2xps_party
458,ISL,Iceland,Bright Future,BF,ISL_ Bright Future,ISL_ BF,5,15,1, ,3,3,3,1,1, ,6.72727272727273,6.66666666666667,5.5,5,1,3,4.5,1.42857142857143,0,1,6.83333333333333,5.75,1,3,6.16666666666667,1.5,7.5,1.2,9,2.75,.666666666666667,.5,1.25,4.33333333333333,4.25,6.33333333333333,2.75, ,1960.4,.8,.9,.9,3,5.5,9.2,56.2115745544434,-24.3246994018555,EN, ,ISL_28102017_L1,2017,1.2,0,6.76159952398339,6.54129190515127,1.93520024803636, , , , , , , , , , , , , ,Liberal,6,6.7,3.5, ,0,4.65454545454545,2.45652173913043,68.2291666666667,5.27,2.8536,-.27,-1.42502857142857,.345454545454546,-1.02795031055901, ,2204,2517, , ,15440, , , , , ,352020, ,Iceland,395,168,6,5,2,1,0, , , ,2,1,1,102510.041,254826,281205,353574,48605.5770662332,82.6,76,81.5527267456055,3,.861,.774,.944, , , , , , ,81.2, , ,2.001,3.844,4,1.424,3.033,3,1.546,2.879,3,2.214,3.695,4,2.153,3.784,4,.066,.9
459,ISL,Iceland,Centre Party ,M,ISL_ Centre Party ,ISL_ M,5,15,1, ,4,3,4,3,3, ,7.42857142857143,8.92857142857143,7.57142857142857,7.75,1,4,8.57142857142857,7.55555555555556,1,4,6.75,7.45454545454545,1,3,9,8.66666666666667,7.25,8.5,.555555555555556,5.88888888888889,7.75,5,8.14285714285714,3.7,4.5,7.66666666666667,6.33333333333333, ,1960.4,.8,.9,.9,3,5.5,9.2,56.2115745544434,-24.3246994018555,EN, ,ISL_28102017_L1,2017,10.9,11.1,6.76159952398339,6.54129190515127,1.93520024803636, , , , , , , , , , , , , , , , , , ,1,5.98901098901099,3.42592592592593,70.656779661017,5.27,2.8536,2.48,4.70195555555556,1.76098901098901,4.12962962962963, , ,7565, , , , , , , , ,352027, ,Iceland,395,168,6,5,2,1,0, , , ,2,1,1,102510.041,254826,281205,353574,48605.5770662332,82.6,76,81.5527267456055,3,.861,.774,.944, , , , , , ,81.2, , ,2.001,3.844,4,1.424,3.033,3,1.546,2.879,3,2.214,3.695,4,2.153,3.784,4,.066,.9
460,ISL,Iceland,Independence Party,D,ISL_ Independence Party,ISL_ D,5,15,1, ,4,1,2,3,3, ,8.46153846153846,8.16666666666667,4.88888888888889,7.81818181818182,1,4,9.16666666666667,5.6,1,3,4.6,1.8,0,1,5.25,6.4,8.66666666666667,6.71428571428571,4.8,4,6,2.2,7.625,7.85714285714286,7.625,1,5, ,1960.4,.8,.9,.9,3,5.5,9.2,56.2115745544434,-24.3246994018555,EN, ,ISL_28102017_L1,2017,25.2,25.4,6.76159952398339,6.54129190515127,1.93520024803636, , , , , , , , , , , , , ,Conservative,7.4854,7.6316,4.0351, ,0,7.69144144144144,3.28060768543342,59.8704268292683,5.27,2.8536,2.54818181818182,2.7464,.126740376740377,2.31939231456658, ,1342,363, ,IS-6-3,15620, ,1705, ,6217, ,352002, ,Iceland,395,168,6,5,2,1,0, , , ,2,1,1,102510.041,254826,281205,353574,48605.5770662332,82.6,76,81.5527267456055,3,.861,.774,.944, , , , , , ,81.2, , ,2.001,3.844,4,1.424,3.033,3,1.546,2.879,3,2.214,3.695,4,2.153,3.784,4,.066,.9
461,ISL,Iceland,Left-Green Movement,VG,ISL_ Left-Green Movement,ISL_ VG,5,15,1, ,1,1,1,3,3, ,7.73333333333333,6.66666666666667,4.2,2.38461538461538,0,1,6.5,1.5,0,1,5.75,1.8,0,1,4.22222222222222,3,2.16666666666667,1,5.6,1.27272727272727,1.125,2.9,3.375,5.33333333333333,5.22222222222222,2.14285714285714,4.14285714285714, ,1960.4,.8,.9,.9,3,5.5,9.2,56.2115745544434,-24.3246994018555,EN, ,ISL_28102017_L1,2017,16.9,17.5,6.76159952398339,6.54129190515127,1.93520024803636, , , , , , , , , , , , , ,Green/Ecologist,1.1842,1.4474,1.6667, ,0,3.26430517711172,2.25157232704403,67.9241071428571,5.27,2.8536,-2.88538461538461,-1.3536,-.879689792496332,-.751572327044025, ,210,457, ,IS-6-4,15111, , , ,6273, ,352005, ,Iceland,395,168,6,5,2,1,0, , , ,2,1,1,102510.041,254826,281205,353574,48605.5770662332,82.6,76,81.5527267456055,3,.861,.774,.944, , , , , , ,81.2, , ,2.001,3.844,4,1.424,3.033,3,1.546,2.879,3,2.214,3.695,4,2.153,3.784,4,.066,.9
462,ISL,Iceland,People's Party,FIF,ISL_ People's Party,ISL_ FIF,5,15,1, ,2,4,4,2,2, ,7,8.125,6.6,2.8,0,2,7.28571428571429,5.33333333333333,1,3,5.44444444444444,7.90909090909091,1,4,8.18181818181818,7.71428571428571,3.36363636363636,5.8,.75,5.44444444444444,6.8,4.25,4.16666666666667,1.875,1.4,8.44444444444444,4.33333333333333, ,1960.4,.8,.9,.9,3,5.5,9.2,56.2115745544434,-24.3246994018555,EN, ,ISL_28102017_L1,2017,6.9,6.3,6.76159952398339,6.54129190515127,1.93520024803636, , , , , , , , , , , , , ,Communist/Socialist,1.3,1.4,3, ,1,5.03658536585366,3.45021645021645,78.9695945945946,5.27,2.8536,-2.47,2.47973333333333,-2.23658536585366,1.88311688311688, ,2632,5852, , , , , , , , ,352026, ,Iceland,395,168,6,5,2,1,0, , , ,2,1,1,102510.041,254826,281205,353574,48605.5770662332,82.6,76,81.5527267456055,3,.861,.774,.944, , , , , , ,81.2, , ,2.001,3.844,4,1.424,3.033,3,1.546,2.879,3,2.214,3.695,4,2.153,3.784,4,.066,.9
463,ISL,Iceland,Pirate Party,P,ISL_ Pirate Party,ISL_ P,5,15,1, ,1,3,3,2,2, ,7,6.66666666666667,3,3.125,0,2,4.33333333333333,.833333333333333,0,1,6.81818181818182,6.66666666666667,1,3,6.88888888888889,1.36363636363636,3.81818181818182,2,8.375,1.7,.571428571428571,2,1.375,1.77777777777778,.888888888888889,7.875,1.88888888888889, ,1960.4,.8,.9,.9,3,5.5,9.2,56.2115745544434,-24.3246994018555,EN, ,ISL_28102017_L1,2017,9.2,9.5,6.76159952398339,6.54129190515127,1.93520024803636, , , , , , , , , , , , , , , , , , ,0,4.30232558139535,2.10444444444444,73.8138686131387,5.27,2.8536,-2.145,-2.02026666666667,-1.17732558139535,-1.27111111111111, , , , , , , , , , , ,352021, ,Iceland,395,168,6,5,2,1,0, , , ,2,1,1,102510.041,254826,281205,353574,48605.5770662332,82.6,76,81.5527267456055,3,.861,.774,.944, , , , , , ,81.2, , ,2.001,3.844,4,1.424,3.033,3,1.546,2.879,3,2.214,3.695,4,2.153,3.784,4,.066,.9
464,ISL,Iceland,Progressive Party,FSF,ISL_ Progressive Party,ISL_ FSF,5,15,1, ,3,2,1,3,3, ,8.28571428571429,8.61538461538461,4,7,1,3,8.3,4.28571428571429,0,2,5,3,0,2,5.7,5.625,4.5,5.14285714285714,3.11111111111111,2.375,2.5,2.33333333333333,7.5,5.75,5.25,1.5,5.16666666666667, ,1960.4,.8,.9,.9,3,5.5,9.2,56.2115745544434,-24.3246994018555,EN, ,ISL_28102017_L1,2017,10.7,12.7,6.76159952398339,6.54129190515127,1.93520024803636, , , , , , , , , , , , , ,Agrarian,5.0365,5.6579,3.8596, ,0,5.65,3.53387533875339,64.4935344827586,5.27,2.8536,1.73,1.43211428571429,1.35,.751838946960898, ,1455,964, ,IS-6-2,15810, ,1703, ,6203, ,352001, ,Iceland,395,168,6,5,2,1,0, , , ,2,1,1,102510.041,254826,281205,353574,48605.5770662332,82.6,76,81.5527267456055,3,.861,.774,.944, , , , , , ,81.2, , ,2.001,3.844,4,1.424,3.033,3,1.546,2.879,3,2.214,3.695,4,2.153,3.784,4,.066,.9
465,ISL,Iceland,Reform Party,V,ISL_ Reform Party,ISL_ V,5,15,1, ,3,1,1,2,2, ,7.81818181818182,8.38461538461539,3.875,7.36363636363636,1,3,7.81818181818182,2.4,0,1,5.625,2.18181818181818,0,1,4.54545454545455,2.5,6.625,3.4,9.45454545454546,1.88888888888889,1.42857142857143,1.33333333333333,1.33333333333333,5.75,6.14285714285714,3.625,3.375, ,1960.4,.8,.9,.9,3,5.5,9.2,56.2115745544434,-24.3246994018555,EN, ,ISL_28102017_L1,2017,6.7,6.3,6.76159952398339,6.54129190515127,1.93520024803636, , , , , , , , , , , , , ,Conservative,7.4,6.4,7, ,0,6.37962962962963,2.11240310077519,62.2023809523809,5.27,2.8536,2.09363636363636,-.4536,.984006734006734,.287596899224806, ,2633,5454, , , , , , , , ,352022, ,Iceland,395,168,6,5,2,1,0, , , ,2,1,1,102510.041,254826,281205,353574,48605.5770662332,82.6,76,81.5527267456055,3,.861,.774,.944, , , , , , ,81.2, , ,2.001,3.844,4,1.424,3.033,3,1.546,2.879,3,2.214,3.695,4,2.153,3.784,4,.066,.9
466,ISL,Iceland,Social Democratic Alliance,XS,ISL_ Social Democratic Alliance,ISL_ XS,5,15,1, ,1,1,1,3,3, ,8,8.33333333333333,3.8,2.91666666666667,0,2,7.9,1.5,0,1,5.77777777777778,1.5,0,1,4.90909090909091,2.27272727272727,1.75,1.72727272727273,9.18181818181818,1.3,.875,1.72727272727273,2.625,4.83333333333333,5.22222222222222,3.25,2.88888888888889, ,1960.4,.8,.9,.9,3,5.5,9.2,56.2115745544434,-24.3246994018555,EN, ,ISL_28102017_L1,2017,12.1,11.1,6.76159952398339,6.54129190515127,1.93520024803636, , , , , , , , , , , , , ,Social democracy,4.0789,4.2982,1.0088, ,0, , , ,5.27,2.8536,-2.35333333333333,-1.3536, , , ,1006,1396, ,IS-6-1,15328, , , ,6259, ,-9, ,Iceland,395,168,6,5,2,1,0, , , ,2,1,1,102510.041,254826,281205,353574,48605.5770662332,82.6,76,81.5527267456055,3,.861,.774,.944, , , , , , ,81.2, , ,2.001,3.844,4,1.424,3.033,3,1.546,2.879,3,2.214,3.695,4,2.153,3.784,4,.066,.9
467,ISR,Israel,Jewish Home,HH,ISR_ Jewish Home,ISR_ HH,3,16,1, ,4,4,4,2,2, ,8.8,6.91666666666667,3.375,7.5,1,4,3,8.38461538461539,1,4,6.45454545454545,7.7,1,4,8,9.1,6.8,7.33333333333333,2.46153846153846,7.7,9.76923076923077,7.75,7.72727272727273,6.1,6.18181818181818,1.83333333333333,9.15384615384615, ,1955.53846153846,.846153846153846,.538461538461538,1, ,3.84615384615385,7.46153846153846,28.3654993230646,14.1360154585405,EN, ,ISR_17032015_L1,2015,6.7,6.7,7.77061154712876,6.93798826092386,1.61245154965971, , , , , , , , , , , , , , , , , , ,0, , , ,5.09,5.4894,2.41,2.89521538461539, , , , , , , , , , , , , ,-9, ,Israel,666,169,7,3,10,1,0, ,6,6,2,1,2,28159.601,4660000,6289000,8883800,33609.0230618669,82.4,61,73.767463684082,3,.698,.568,.86, , , , , , ,72, , ,.941,3.334,4,2.47,3.688,4,2.254,3.385,3,1.867,3.53,4,1.838,3.647,4,.181,.865
468,ISR,Israel,"Joint List: Hadash, United Arab List, Balad, Taal",JL,"ISR_ Joint List: Hadash, United Arab List, Balad, Taal",ISR_ JL,3,16,1, ,1,2,1,3,3, ,8.6875,5,4.8,2.27272727272727,0,1,6.875,3,0,2,5.83333333333333,3.45454545454545,0,2,3.9,3.5,2.63636363636364,4.33333333333333,6.81818181818182,4,.230769230769231,3.36363636363636,3.18181818181818,6.66666666666667,7.16666666666667,8.33333333333333,1.08333333333333, ,1955.53846153846,.846153846153846,.538461538461538,1, ,3.84615384615385,7.46153846153846,28.3654993230646,14.1360154585405,EN, ,ISR_17032015_L1,2015,10.6,10.8,7.77061154712876,6.93798826092386,1.61245154965971, , , , , , , , , , , , , , , , , , ,0, , , ,5.09,5.4894,-2.81727272727273,-2.4894, , , , ,7912, , , , , , , , ,-9, ,Israel,666,169,7,3,10,1,0, ,6,6,2,1,2,28159.601,4660000,6289000,8883800,33609.0230618669,82.4,61,73.767463684082,3,.698,.568,.86, , , , , , ,72, , ,.941,3.334,4,2.47,3.688,4,2.254,3.385,3,1.867,3.53,4,1.838,3.647,4,.181,.865
469,ISR,Israel,Kulanu/All of Us,Kulanu,ISR_ Kulanu/All of Us,ISR_ Kulanu,3,16,1, ,2,2,2,2,2, ,8.75,8,7,4.8,0,2,8,5.5,1,3,4.83333333333333,3.5,0,2,2.16666666666667,6,7.5,5.5,3.75,3.6,6.4,3,3.33333333333333,2.8,2.75,3,5.66666666666667, ,1955.53846153846,.846153846153846,.538461538461538,1, ,3.84615384615385,7.46153846153846,28.3654993230646,14.1360154585405,EN, ,ISR_17032015_L1,2015,7.5,8.3,7.77061154712876,6.93798826092386,1.61245154965971, , , , , , , , , , , , , ,Liberal,6,6.7,3.5, ,0, , , ,5.09,5.4894,-.29,.0106000000000002, , , ,2410,3273, ,IL-7-9,72450, , , , , ,-9, ,Israel,666,169,7,3,10,1,0, ,6,6,2,1,2,28159.601,4660000,6289000,8883800,33609.0230618669,82.4,61,73.767463684082,3,.698,.568,.86, , , , , , ,72, , ,.941,3.334,4,2.47,3.688,4,2.254,3.385,3,1.867,3.53,4,1.838,3.647,4,.181,.865
470,ISR,Israel,Likud,L,ISR_ Likud,ISR_ L,3,16,1, ,4,4,4,3,3, ,9.5,8.41666666666667,7.11111111111111,8.18181818181818,1,4,5.625,7.66666666666667,1,4,4.5,9.07692307692308,1,4,9.30769230769231,8.2,7.375,6,2.38461538461538,3.75,8.76923076923077,7.09090909090909,6.66666666666667,2.90909090909091,5.27272727272727,3.125,9.25, ,1955.53846153846,.846153846153846,.538461538461538,1, ,3.84615384615385,7.46153846153846,28.3654993230646,14.1360154585405,EN, ,ISR_17032015_L1,2015,23.4,25,7.77061154712876,6.93798826092386,1.61245154965971, , , , , , , , , , , , , ,Conservative,6.6788,7.4912,6, ,0,3.15384615384615,5.69806094182825, ,5.09,5.4894,3.09181818181818,2.17726666666667,5.02797202797203,1.96860572483841, ,678,1036, ,IL-7-2,72622, , , ,6488, ,376001, ,Israel,666,169,7,3,10,1,0, ,6,6,2,1,2,28159.601,4660000,6289000,8883800,33609.0230618669,82.4,61,73.767463684082,3,.698,.568,.86, , , , , , ,72, , ,.941,3.334,4,2.47,3.688,4,2.254,3.385,3,1.867,3.53,4,1.838,3.647,4,.181,.865
471,ISR,Israel,Meretz,Meretz,ISR_ Meretz,ISR_ Meretz,3,16,1, ,1,1,1,2,2, ,9.5,8.33333333333333,2.09090909090909,1.84615384615385,0,1,8,.384615384615385,0,1,9.30769230769231,1.54545454545455,0,1,2.1,.8,1.58333333333333,.923076923076923,8.07692307692308,.230769230769231,.230769230769231,1.76923076923077,1.46153846153846,4.66666666666667,4,7.85714285714286,.615384615384615, ,1955.53846153846,.846153846153846,.538461538461538,1, ,3.84615384615385,7.46153846153846,28.3654993230646,14.1360154585405,EN, ,ISR_17032015_L1,2015,3.9,4.2,7.77061154712876,6.93798826092386,1.61245154965971, , , , , , , , , , , , , ,Social democracy,1.7786,3.2632,.6667, ,0,7.93506493506494,3.84259259259259, ,5.09,5.4894,-3.24384615384615,-5.10478461538461,-6.08891108891109,-3.45797720797721, ,1419,3131, ,IL-1-4,72326, , , ,6505, ,376004, ,Israel,666,169,7,3,10,1,0, ,6,6,2,1,2,28159.601,4660000,6289000,8883800,33609.0230618669,82.4,61,73.767463684082,3,.698,.568,.86, , , , , , ,72, , ,.941,3.334,4,2.47,3.688,4,2.254,3.385,3,1.867,3.53,4,1.838,3.647,4,.181,.865
472,ISR,Israel,Shas,Shas,ISR_ Shas,ISR_ Shas,3,16,1, ,2,4,4,2,2, ,9.1875,9.09090909090909,4.22222222222222,2.9,0,2,7.55555555555556,9.08333333333333,1,4,6.83333333333333,7.6,1,4,6.90909090909091,9.33333333333333,2.25,7.66666666666667,2.72727272727273,9,8.53846153846154,7.84615384615385,8.53846153846154,6.85714285714286,7.44444444444444,3.71428571428571,8.9, ,1955.53846153846,.846153846153846,.538461538461538,1, ,3.84615384615385,7.46153846153846,28.3654993230646,14.1360154585405,EN, ,ISR_17032015_L1,2015,5.7,5.8,7.77061154712876,6.93798826092386,1.61245154965971, , , , , , , , , , , , , ,Conservative,7.0417,2.1637,9.6842, ,0,3,7.95833333333333, ,5.09,5.4894,-2.19,3.59393333333333,-.1,1.125, ,788,455, ,IL-4-4,72533, , , ,6555, ,376003, ,Israel,666,169,7,3,10,1,0, ,6,6,2,1,2,28159.601,4660000,6289000,8883800,33609.0230618669,82.4,61,73.767463684082,3,.698,.568,.86, , , , , , ,72, , ,.941,3.334,4,2.47,3.688,4,2.254,3.385,3,1.867,3.53,4,1.838,3.647,4,.181,.865
473,ISR,Israel,United Torah Judaism,YH,ISR_ United Torah Judaism,ISR_ YH,3,16,1, ,2,3,4,2,2, ,8.86666666666667,9,2.77777777777778,2.71428571428571,0,2,6.8,9.25,1,4,7.08333333333333,6.57142857142857,1,3,4.66666666666667,9.33333333333333,2.75,7.66666666666667,2.66666666666667,9.5,8.66666666666667,8,9.46153846153846,8.125,7.90909090909091,2,8.81818181818182, ,1955.53846153846,.846153846153846,.538461538461538,1, ,3.84615384615385,7.46153846153846,28.3654993230646,14.1360154585405,EN, ,ISR_17032015_L1,2015,5,5,7.77061154712876,6.93798826092386,1.61245154965971, , , , , , , , , , , , , ,Conservative,6.9396,2.8146,9.7556, ,0, , , ,5.09,5.4894,-2.37571428571429,3.7606, , , ,1303,1075, ,IL-7-7,72535, , , ,6589, ,-9, ,Israel,666,169,7,3,10,1,0, ,6,6,2,1,2,28159.601,4660000,6289000,8883800,33609.0230618669,82.4,61,73.767463684082,3,.698,.568,.86, , , , , , ,72, , ,.941,3.334,4,2.47,3.688,4,2.254,3.385,3,1.867,3.53,4,1.838,3.647,4,.181,.865
474,ISR,Israel,There is a Future,YA,ISR_ Yesh Atid,ISR_ YA,3,16,1, ,3,2,1,2,2, ,9,8.07692307692308,2.88888888888889,7.8,1,4,7.1,2.58333333333333,0,2,7.7,3,0,2,4.58333333333333,5.85714285714286,7.57142857142857,2.6,5.5,1.53846153846154,4.58333333333333,3.09090909090909,2.9,4.83333333333333,4,7.16666666666667,1.81818181818182, ,1955.53846153846,.846153846153846,.538461538461538,1, ,3.84615384615385,7.46153846153846,28.3654993230646,14.1360154585405,EN, ,ISR_17032015_L1,2015,8.8,9.2,7.77061154712876,6.93798826092386,1.61245154965971, , , , , , , , , , , , , ,Liberal,6,6.7,3.5, ,0, , , ,5.09,5.4894,2.71,-2.90606666666667, , , ,2321,3128, ,IL-7-8,72440, , , , , ,-9, ,Israel,666,169,7,3,10,1,0, ,6,6,2,1,2,28159.601,4660000,6289000,8883800,33609.0230618669,82.4,61,73.767463684082,3,.698,.568,.86, , , , , , ,72, , ,.941,3.334,4,2.47,3.688,4,2.254,3.385,3,1.867,3.53,4,1.838,3.647,4,.181,.865
475,ISR,Israel,Israel is our Home,YB,ISR_ Yisrael Beiteinu,ISR_ YB,3,16,1, ,3,4,3,2,2, ,9,9.07692307692308,5.1,8,1,4,4.66666666666667,3.11111111111111,0,2,6.54545454545455,7.6,1,4,7.25,7.375,6.28571428571429,7.5,2.5,2.71428571428571,8.75,6.7,7.44444444444444,4.75,7.2,5.125,8.83333333333333, ,1955.53846153846,.846153846153846,.538461538461538,1, ,3.84615384615385,7.46153846153846,28.3654993230646,14.1360154585405,EN, ,ISR_17032015_L1,2015,5.1,5,7.77061154712876,6.93798826092386,1.61245154965971, , , , , , , , , , , , , ,Right-wing,8.8,5.9,8.5, ,0, , , ,5.09,5.4894,2.91,-2.37828888888889, , , ,1816,235, ,IL-5-9,72625, , , , , ,-9, ,Israel,666,169,7,3,10,1,0, ,6,6,2,1,2,28159.601,4660000,6289000,8883800,33609.0230618669,82.4,61,73.767463684082,3,.698,.568,.86, , , , , , ,72, , ,.941,3.334,4,2.47,3.688,4,2.254,3.385,3,1.867,3.53,4,1.838,3.647,4,.181,.865
476,ISR,Israel,Zionist Bloc,ZB,ISR_ Zionist Bloc,ISR_ ZB,3,16,1, ,1,2,1,3,3, ,9.07142857142857,6.88888888888889,4.2,3.625,0,2,7.16666666666667,2.6,0,2,6.5,3.3,0,2,2.625,3.42857142857143,5.2,2.71428571428571,6,1.7,2.625,3.45454545454545,3,3.4,4.66666666666667,6.4,2.22222222222222, ,1955.53846153846,.846153846153846,.538461538461538,1, ,3.84615384615385,7.46153846153846,28.3654993230646,14.1360154585405,EN, ,ISR_17032015_L1,2015,18.7,20,7.77061154712876,6.93798826092386,1.61245154965971, , , , , , , , , , , , , , , , , , ,0, , , ,5.09,5.4894,-1.465,-2.8894, , , , , , , , , , , , , ,-9, ,Israel,666,169,7,3,10,1,0, ,6,6,2,1,2,28159.601,4660000,6289000,8883800,33609.0230618669,82.4,61,73.767463684082,3,.698,.568,.86, , , , , , ,72, , ,.941,3.334,4,2.47,3.688,4,2.254,3.385,3,1.867,3.53,4,1.838,3.647,4,.181,.865
477,ITA,Italy,"Centre-Left Coalition (Democratic Party, More Europe,Together, Popular Civic, SVP-PATT)",CCS,ITA_  Center-Left Coalition,ITA_ CCS,5,42,1, ,1,1,1,3,3, ,8.97674418604651,3.92857142857143,3.35483870967742,3.57142857142857,0,2,7.8125,2.05405405405405,0,1,6.70588235294118,2.44827586206897,0,1,3.17241379310345,2.76666666666667,3.66666666666667,2.73529411764706,8.26470588235294,1.75675675675676,2.31428571428571,1.64705882352941,3.75,5.6875,5.47619047619048,3,1.81481481481481, ,1968.97142857143,.972972972972973,.916666666666667,.972222222222222,3.5,3.88888888888889,8.59459459459459,40.9036037560665,11.5525672219016,EN, ,ITA_04032018_L1,2018,23.5,19.4,3.33734927696328,2.90486564996369,10.5584089710524,3.78571438789368,7.19999980926514,2.57142853736877,7.85714292526245,3.66666674613953,3.22222232818604,2.75,15,25.3999996185303,47.2999992370605,2013,5,1, , , , , ,0,4.05357263413655,4.72364191416248,69.6892250811892,5.51,5.6761,-1.93857142857143,-3.62204594594595,-.482144062707981,-2.66958786010843, , , ,837,BE-1-3, , , , , , ,380044, ,Italy,325,82,6,5,3,1,1,1,10,10,2,1,1,300242.621,56719240,56942108,60431283,35828.4862805267,82.6,52,67.5446472167969,3,.873,.783,.938,2.252,3.905,4,2, ,2,69.35,72.93,65.18,2.35,3.919,4,2.382,3.655,4,1.799,3.074,3,1.189,3.076,3,2.711,3.924,4,.27,.878
478,ITA,Italy,Associative Movement Italians Abroad,MAIE,ITA_ Associative Movement Italians Abroad,ITA_ MAIE,5,42,1, ,0,2,2,1,1, ,1.89189189189189,6.25,9, , , ,4,5.5,1,3,3.5,3,0,2, ,5.5,10,4,6.33333333333333,3,2.6,3,5,6, ,6.5,3, ,1968.97142857143,.972972972972973,.916666666666667,.972222222222222,3.5,3.88888888888889,8.59459459459459,40.9036037560665,11.5525672219016,EN, ,ITA_04032018_L1,2018,.3,.2,3.33734927696328,2.90486564996369,10.5584089710524, , , , , , , , , , , , , , , , , , ,0, , , ,5.51,5.6761, ,-.1761, , , , , , , , , , , , , ,-9, ,Italy,325,82,6,5,3,1,1,1,10,10,2,1,1,300242.621,56719240,56942108,60431283,35828.4862805267,82.6,52,67.5446472167969,3,.873,.783,.938,2.252,3.905,4,2, ,2,69.35,72.93,65.18,2.35,3.919,4,2.382,3.655,4,1.799,3.074,3,1.189,3.076,3,2.711,3.924,4,.27,.878
479,ITA,Italy,"Centre-Right Coalition (Lega Nord, Forza Italia, Brothers of Italy, Us with Italy)",CD,"ITA_ Centre-Right Coalition (Lega Nord, Forza Italia, Brothers of Italy, Us with Italy)",ITA_ CD,5,42,1, ,4,4,4,3,3, ,8.4,6.03448275862069,7.11111111111111,7.73076923076923,1,4,7.73333333333333,8.51428571428571,1,4,8.09677419354839,8.82352941176471,1,4,8.96969696969697,9.48571428571429,8.68181818181818,8.17241379310345,1.85294117647059,7.375,9.03125,7.67857142857143,7.80952380952381,2.24242424242424,4.46428571428571,5.63636363636364,8.4, ,1968.97142857143,.972972972972973,.916666666666667,.972222222222222,3.5,3.88888888888889,8.59459459459459,40.9036037560665,11.5525672219016,EN, ,ITA_04032018_L1,2018,37,42.1,3.33734927696328,2.90486564996369,10.5584089710524,6.7857141494751,6.59999990463257,9,7.57142877578735,9.86666679382324,6.66666650772095,7.83333349227905,15,4.09999990463257,2.90000009536743,2013,8,0, , , , , ,1,7.61309848429415,4.95641835036188,73.3705647738568,5.51,5.6761,2.22076923076923,2.83818571428571,.117670746475076,3.55786736392384, , ,1519,811, , , , , , , ,380052, ,Italy,325,82,6,5,3,1,1,1,10,10,2,1,1,300242.621,56719240,56942108,60431283,35828.4862805267,82.6,52,67.5446472167969,3,.873,.783,.938,2.252,3.905,4,2, ,2,69.35,72.93,65.18,2.35,3.919,4,2.382,3.655,4,1.799,3.074,3,1.189,3.076,3,2.711,3.924,4,.27,.878
