,country,eastwest,eumember,year,expert,party_id,cmp_id,party,vote,seat,electionyear,epvote,family,govt,eu_position,eu_salience,eu_dissent,eu_blur,eu_benefit,eu_ep,eu_fiscal,eu_intmark,eu_employ,eu_budgets,eu_agri,eu_cohesion,eu_environ,eu_asylum,eu_foreign,eu_turkey,lrgen,lrecon,lrecon_salience,lrecon_dissent,lrecon_blur,galtan,galtan_salience,galtan_dissent,galtan_blur,spendvtax,spendvtax_salience,deregulation,dereg_salience,redistribution,redist_salience,econ_interven,civlib_laworder,civlib_salience,sociallifestyle,social_salience,religious_principles,relig_salience,immigrate_policy,immigrate_salience,immigrate_dissent,multiculturalism,multicult_salience,multicult_dissent,urban_rural,urban_salience,environment,enviro_salience,cosmo,cosmo_salience,protectionism,regions,region_salience,international_security,international_salience,us,us_salience,ethnic_minorities,ethnic_salience,nationalism,russian_interference,anti_islam_rhetoric,people_vs_elite,antielite_salience,corrupt_salience,members_vs_leadership,mip_one,mip_two,mip_three,chesversion
32,be,west,EU member state,2006.0,10.0,103.0,21321.0,SPA,14.9,15.3,2003.0,11.0,socialist,in government,5.6,5.0,3.56,,,6.33,,3.89,,,,5.86,,,5.5,5.44,3.22,2.63,,,,2.63,,,,1.8799999952316284,7.0,2.2200000286102295,8.0,1.8799999952316284,8.25,,4.0,5.130000114440918,1.3300000429153442,7.130000114440918,1.6299999952316284,3.75,3.75,5.5,,3.38,,,3.200000047683716,3.799999952316284,,,2.38,4.88,,4.88,4.5,,,2.71,3.29,3.2899999618530273,5.289999961853027,,,,,,,,,,,2020.1
33,be,west,EU member state,2006.0,10.0,107.0,21421.0,VLD,15.4,16.7,2003.0,13.600000381469727,liberal,in government,6.8,5.333333,2.0,,,6.17,,6.56,,,,5.71,,,6.75,5.0,6.78,7.88,,,,3.0,,,,8.130000114440918,7.630000114440918,8.220000267028809,7.75,5.75,5.130000114440918,,5.130000114440918,6.75,1.0,7.5,1.1399999856948853,3.5,6.130000114440918,6.25,,5.5,,,3.200000047683716,2.0,,,2.38,4.25,,4.75,4.0,,,5.14,3.0,5.0,4.0,,,,,,,,,,,2020.1
34,be,west,EU member state,2010.0,16.0,112.0,21917.0,VB,7.76,8.0,2010.0,9.850000381469727,rad right,not in government,2.5999999046325684,4.2222223,2.6666667,,2.4666667,4.25,,4.166666507720947,,,,3.125,,,4.07692289352417,strongly opposes,9.857142448425293,7.933333396911621,,,,9.600000381469727,,,,8.0,4.583333492279053,7.4285712242126465,3.2857143878936768,6.111111164093018,4.25,,9.181818008422852,9.363636016845703,9.0,6.363636493682861,4.599999904632568,4.0,10.0,9.75,,9.909091,9.636364,,5.75,1.875,7.6666665,2.8333333,,,,1.6666666,9.833333,5.5,2.6,,,9.100000381469727,8.800000190734863,,,,,,,,,,,2020.1
35,be,west,EU member state,2010.0,16.0,103.0,21321.0,SPA,9.24,8.7,2010.0,8.210000038146973,socialist,not in government,6.066666603088379,4.444444,3.0,,1.1333333,6.692307472229004,,5.214285850524902,,,,6.400000095367432,,,6.4285712242126465,5.615384578704834,3.4285712242126465,3.1999998092651367,,,,2.933333396911621,,,,2.615384578704834,7.230769157409668,2.8888888359069824,4.875,2.454545497894287,7.416666507720947,,3.5999999046325684,4.818181991577148,1.8181818723678589,5.0,1.6363636255264282,2.3636362552642822,4.0,5.166666507720947,,4.5,5.5454545,,3.625,2.625,3.9166667,5.5,,,,3.75,6.0833335,6.4545455,3.9,,,3.799999952316284,4.5,,,,,,,,,,,2020.1
36,be,west,EU member state,2010.0,16.0,117.0,21430.0,LDD,2.31,0.7,2010.0,4.510000228881836,no family,not in government,3.5,3.8095236,2.8333333,,2.2,6.0,,5.0,,,,6.199999809265137,,,5.833333492279053,5.800000190734863,8.428571701049805,8.866666793823242,,,,5.066666603088379,,,,9.384614944458008,8.416666984558105,8.333333015441895,6.25,8.399999618530273,6.2727274894714355,,8.666666984558105,8.100000381469727,4.181818008422852,4.363636493682861,1.0,2.5,8.666666984558105,6.416666507720947,,9.0,7.0,,4.5714287757873535,1.7142857313156128,7.75,3.75,,,,2.2727273,7.909091,4.6666665,2.3,,,8.44444465637207,5.900000095367432,,,,,,,,,,,2020.1
37,be,west,EU member state,2010.0,16.0,119.0,,PVDA,0.14,0.0,2010.0,0.6100000143051147,rad left,not in government,2.384615421295166,5.128205,2.5,,2.8666666,4.285714149475098,,3.8333332538604736,,,,5.0,,,3.857142925262451,strongly opposes,0.2857142686843872,0.20000004768371582,,,,2.2727272510528564,,,,0.1818181872367859,8.0,0.1666666716337204,5.666666507720947,0.1111111119389534,9.0,,1.7142857313156128,5.666666507720947,1.5714285373687744,4.4285712242126465,1.25,2.25,0.30000001192092896,6.75,,1.875,6.3333335,,4.166666507720947,2.6666667461395264,4.625,5.3333335,,,,6.142857,2.75,7.8333335,4.375,,,1.8571428060531616,6.666666507720947,,,,,,,,,,,2020.1
38,be,west,EU member state,2010.0,16.0,107.0,21421.0,VLD,8.64,8.7,2010.0,12.75,liberal,in government,6.666666507720947,5.333333,2.4666667,,1.0,6.642857074737549,,6.857142925262451,,,,5.900000095367432,,,6.785714149475098,5.0,6.9285712242126465,7.600000381469727,,,,3.1999998092651367,,,,8.384614944458008,8.461538314819336,7.0,5.75,6.199999809265137,4.833333492279053,,5.090909004211426,5.545454502105713,1.9090908765792847,5.0,1.545454502105713,2.8181817531585693,6.583333492279053,5.666666507720947,,6.0833335,5.5454545,,4.0,1.625,6.6666665,4.0833335,,,,3.75,6.25,4.181818,2.8,,,5.5,4.300000190734863,,,,,,,,,,,2020.1
39,be,west,EU member state,2010.0,16.0,109.0,21521.0,CD&V,10.85,11.3,2010.0,14.430000305175781,christdem,in government,6.733333110809326,6.222222,2.3333333,,1.0,6.692307472229004,,6.142857074737549,,,,6.199999809265137,,,6.785714149475098,4.461538314819336,5.785714149475098,5.400000095367432,,,,6.599999904632568,,,,4.92307710647583,5.538461685180664,5.333333492279053,3.75,4.181818008422852,5.916666507720947,,5.181818008422852,5.090909004211426,5.818181991577148,5.363636493682861,7.090909004211426,5.454545497894287,5.583333492279053,5.0,,6.1666665,5.5454545,,6.5,3.5,5.5,4.3333335,,,,2.8333333,7.5833335,3.7272727,3.1,,,5.099999904632568,4.199999809265137,,,,,,,,,,,2020.1
40,be,west,EU member state,2010.0,16.0,108.0,21522.0,CDH,5.52,6.0,2010.0,4.989999771118164,christdem,in government,6.5714287757873535,4.7619047,2.3076923,,1.0,6.545454502105713,,6.083333492279053,,,,6.5,,,6.666666507720947,4.909090995788574,4.5,4.0,,,,5.285714149475098,,,,4.615384578704834,5.666666507720947,4.25,4.142857074737549,3.3636362552642822,6.166666507720947,,4.454545497894287,4.300000190734863,4.181818008422852,4.909090995788574,5.454545497894287,4.454545497894287,3.0,6.0,,3.9166667,5.818182,,5.625,2.75,5.5454545,4.6363635,,,,6.1666665,5.3333335,4.909091,3.2222223,,,3.200000047683716,5.333333492279053,,,,,,,,,,,2020.1
41,be,west,EU member state,2010.0,16.0,105.0,21112.0,Groen,4.38,3.3,2010.0,4.900000095367432,green,not in government,6.199999809265137,5.333333,2.2,,1.0666667,6.714285850524902,,4.285714149475098,,,,6.199999809265137,,,5.9285712242126465,6.153846263885498,2.2857143878936768,2.3333332538604736,,,,1.5333333015441895,,,,1.923076868057251,5.230769157409668,2.0,4.625,1.8181818723678589,6.916666507720947,,2.1818182468414307,5.090909004211426,0.9090909361839294,6.545454502105713,2.545454502105713,2.545454502105713,1.4166666269302368,6.583333492279053,,2.25,6.7272725,,3.5,3.375,1.0833334,9.75,,,,4.5,4.8333335,7.0,3.6,,,1.600000023841858,7.199999809265137,,,,,,,,,,,2020.1
42,be,west,EU member state,2010.0,16.0,102.0,21322.0,PS,13.7,17.3,2010.0,10.880000114440918,socialist,in government,6.199999809265137,4.52381,2.4615386,,1.1333333,6.545454502105713,,5.083333492279053,,,,6.625,,,6.333333492279053,5.75,2.5,2.5714285373687744,,,,2.857142925262451,,,,1.692307710647583,7.615384578704834,2.375,4.5,1.8181818723678589,7.583333492279053,,2.6363637447357178,4.7272725105285645,1.8181818723678589,5.090909004211426,1.454545497894287,2.545454502105713,2.0,6.083333492279053,,3.25,5.5454545,,4.0,2.142857074737549,4.9166665,4.8333335,,,,5.5833335,5.0833335,6.090909,3.2222223,,,2.444444417953491,5.333333492279053,,,,,,,,,,,2020.1
43,be,west,EU member state,2010.0,16.0,110.0,21916.0,NVA,17.4,18.0,2010.0,6.130000114440918,regionalist,not in government,5.333333492279053,4.666667,2.4666667,,1.4666667,5.75,,6.083333492279053,,,,5.099999904632568,,,6.230769157409668,2.384615421295166,7.571428298950195,7.800000190734863,,,,7.866666793823242,,,,8.076923370361328,6.166666507720947,7.0,5.0,6.300000190734863,4.583333492279053,,7.181818008422852,6.363636493682861,6.2727274894714355,4.363636493682861,4.699999809265137,2.909090995788574,7.916666507720947,6.416666507720947,,8.583333,6.5454545,,5.25,2.125,7.090909,3.5,,,,1.6666666,9.916667,4.125,2.8,,,7.0,5.300000190734863,,,,,,,,,,,2020.1
44,be,west,EU member state,2010.0,16.0,118.0,,Spirit,0.1,0.0,2010.0,0.4000000059604645,liberal,not in government,5.25,5.0,3.7142856,,2.5333333,4.857142925262451,,2.1111111640930176,,,,5.333333492279053,,,3.1111111640930176,5.5714287757873535,2.769230842590332,2.384615421295166,,,,1.9090909957885742,,,,2.444444417953491,4.5,3.3333332538604736,3.3333332538604736,2.4285714626312256,5.888888835906982,,2.7142856121063232,5.0,1.5555555820465088,6.875,1.2857142686843872,2.375,2.6666667461395264,5.625,,3.3333333,5.142857,,3.8333332538604736,1.7999999523162842,3.375,5.75,,,,3.2222223,6.875,4.5,3.5,,,2.5714285373687744,6.0,,,,,,,,,,,2020.1
45,be,west,EU member state,2010.0,16.0,104.0,21111.0,ECOLO,4.8,5.3,2010.0,8.550000190734863,green,not in government,6.0,5.0,2.2307692,,1.0769231,6.75,,4.583333492279053,,,,6.5,,,6.083333492279053,6.363636493682861,2.2857143878936768,2.142857074737549,,,,2.0,,,,1.5384615659713745,5.333333492279053,2.222222328186035,4.625,1.600000023841858,7.083333492279053,,2.2727272510528564,5.0,1.1818181276321411,6.2727274894714355,2.2727272510528564,2.5,1.0,6.636363506317139,,2.0,6.818182,,3.875,2.875,1.0833334,9.416667,,,,5.75,4.5,6.5454545,4.125,,,1.399999976158142,7.55555534362793,,,,,,,,,,,2020.1
46,be,west,EU member state,2010.0,16.0,106.0,21426.0,MR,9.28,12.0,2010.0,9.739999771118164,liberal,in government,6.666666507720947,4.7619047,2.3076923,,1.0,6.333333492279053,,6.833333492279053,,,,6.375,,,6.666666507720947,4.909090995788574,7.0,7.615385055541992,,,,4.357142925262451,,,,7.416666507720947,8.076923370361328,7.125,5.5714287757873535,6.636363506317139,4.833333492279053,,5.454545497894287,5.909090995788574,3.3636362552642822,4.2727274894714355,2.2727272510528564,2.6363637447357178,5.666666507720947,5.833333492279053,,5.8333335,5.909091,,4.625,2.375,6.9166665,4.1666665,,,,6.0833335,5.3333335,3.8181818,3.2222223,,,4.699999809265137,5.222222328186035,,,,,,,,,,,2020.1
47,be,west,EU member state,2010.0,16.0,115.0,,FN,0.51,0.0,2010.0,1.3300000429153442,rad right,not in government,2.615384578704834,2.8205128,3.142857,,2.642857,4.833333492279053,,6.454545497894287,,,,neutral towards the EU's cohesion policy,,,4.5,1.5384615659713745,9.214285850524902,8.454545021057129,,,,9.666666984558105,,,,8.666666984558105,3.0,7.25,2.0,6.599999904632568,3.4000000953674316,,9.777777671813965,9.666666984558105,8.88888931274414,7.0,4.285714149475098,3.7142856121063232,10.0,10.0,,9.8,9.6,,4.5,0.8333333134651184,7.1666665,3.4285715,,,,7.4,2.5,5.0,2.857143,,,10.0,10.0,,,,,,,,,,,2020.1
48,be,west,EU member state,2014.0,6.0,112.0,21917.0,VB,3.7,2.0,2014.0,4.3,rad right,not in government,2.5999999046325684,4.6,1.5,,2.6,5.199999809265137,,3.0,,2.6,,4.75,,,4.199999809265137,strongly opposes,9.199999809265137,5.5,5.0,,,9.0,6.0,,,5.199999809265137,,5.400000095367432,,5.0,,5.25,8.600000381469727,,7.199999809265137,,5.599999904632568,,9.600000381469727,,,9.6,,,4.0,,7.2,,,,,1.4,,4.8,,,,9.600000381469727,,10.0,,,,9.0,5.75,,immigration,tie: multiculturalism and nationalism,anti-elite rhetoric,2020.1
